regionID,constellationID,solarSystemID,solarSystemName,security,factionID
10000001,20000001,30000001,Tanoo,0.858324069,500007
10000001,20000001,30000002,Lashesih,0.751689147,500007
10000001,20000001,30000003,Akpivem,0.846292352,500007
10000001,20000001,30000004,Jark,0.817000531,500007
10000001,20000001,30000005,Sasta,0.814336728,500007
10000001,20000001,30000006,Zaid,0.864229153,500007
10000001,20000001,30000007,Yuzier,0.906555511,500007
10000001,20000001,30000008,Nirbhi,0.882115715,500007
10000001,20000002,30000009,Sooma,0.577819482,500007
10000001,20000002,30000010,Chidah,0.539052013,500007
10000001,20000002,30000011,Shenela,0.456959355,500007
10000001,20000002,30000012,Asabona,0.322884273,500007
10000001,20000002,30000013,Onsooh,0.442816633,500007
10000001,20000002,30000014,Shamahi,0.355242291,500007
10000001,20000002,30000015,Sendaya,0.293932972,500007
10000001,20000002,30000016,Nazhgete,0.391497056,500007
10000001,20000003,30000017,Futzchag,0.17222856,500007
10000001,20000003,30000018,Kazna,0.231262625,500007
10000001,20000003,30000019,Podion,0.109704973,500007
10000001,20000003,30000020,Lilmad,0.160449193,500007
10000001,20000003,30000021,Kuharah,0.189705283,500007
10000001,20000003,30000022,Jayneleb,0.113839957,500007
10000001,20000004,30000023,Fovihi,0.869394349,500007
10000001,20000004,30000024,Kiereend,0.840834548,500007
10000001,20000004,30000025,Rashy,0.803265994,500007
10000001,20000004,30000026,Ordize,0.695564173,500007
10000001,20000004,30000027,Psasa,0.749913289,500007
10000001,20000004,30000028,Eshtah,0.768432631,500007
10000001,20000004,30000029,Lachailes,0.573051227,500007
10000001,20000004,30000030,Kasrasi,0.573075677,500007
10000001,20000005,30000031,Mohas,0.681783438,500007
10000001,20000005,30000032,Hasiari,0.798187617,500007
10000001,20000005,30000033,Radima,0.753919952,500007
10000001,20000005,30000034,Alkez,0.78212291,500007
10000001,20000005,30000035,Nimambal,0.59405057,500007
10000001,20000005,30000036,Yishinoon,0.424718182,500007
10000001,20000005,30000037,Uplingur,0.422069315,500007
10000001,20000006,30000038,Dooz,0.423728855,500007
10000001,20000006,30000039,Bayuka,0.400722037,500007
10000001,20000006,30000040,Uzistoon,0.390645601,500007
10000001,20000006,30000041,Bairshir,0.364087747,500007
10000001,20000006,30000042,Moh,0.472835004,500007
10000001,20000006,30000043,Sari,0.379343122,500007
10000001,20000007,30000044,Faspera,0.128258476,500007
10000001,20000007,30000045,Jaymass,0.21631134,500007
10000001,20000007,30000046,Mifrata,0.30380299,500007
10000001,20000007,30000047,Majamar,0.369186258,500007
10000001,20000007,30000048,Ihal,0.492701245,500007
10000001,20000007,30000049,Camal,0.212976885,500007
10000001,20000007,30000050,Fera,0.477246354,500007
10000001,20000008,30000051,Juddi,0.649136639,500007
10000001,20000008,30000052,Maspah,0.799900977,500007
10000001,20000008,30000053,Ibaria,0.730978723,500007
10000001,20000008,30000054,Shala,0.715563758,500007
10000001,20000008,30000055,Zemalu,0.725158525,500007
10000001,20000008,30000056,Khankenirdia,0.613595835,500007
10000001,20000009,30000057,Nikh,0.774198461,500007
10000001,20000009,30000058,Amphar,0.702186995,500007
10000001,20000009,30000059,Salashayama,0.665586231,500007
10000001,20000009,30000060,Janus,0.545570545,500007
10000001,20000009,30000061,Agha,0.718782621,500007
10000001,20000009,30000062,Iosantin,0.45034335,500007
10000001,20000009,30000063,Orva,0.509949589,500007
10000001,20000009,30000064,Zet,0.569697661,500007
10000001,20000009,30000065,Akhrad,0.358476525,500007
10000001,20000009,30000066,Pirohdim,0.62869609,500007
10000001,20000009,30000067,Sharir,0.396848687,500007
10000001,20000009,30000068,Usroh,0.597457508,500007
10000001,20000009,30000069,Thiarer,0.542032781,500007
10000001,20000010,30000070,Gomati,0.387421324,500007
10000001,20000010,30000071,Jangar,0.527328625,500007
10000001,20000010,30000072,Nakah,0.363864338,500007
10000001,20000010,30000073,Irshah,0.429506645,500007
10000001,20000010,30000074,Hasateem,0.426496412,500007
10000001,20000010,30000075,Assah,0.297802199,500007
10000001,20000011,30000076,Tidacha,0.820099045,500007
10000001,20000011,30000077,Odlib,0.824516601,500007
10000001,20000011,30000078,Jofan,0.779548204,500007
10000001,20000011,30000079,Milu,0.769625318,500007
10000001,20000011,30000080,Yadi,0.750268476,500007
10000001,20000011,30000081,Buftiar,0.708741297,500007
10000001,20000012,30000082,Jarizza,0.76543098,500007
10000001,20000012,30000083,Ejahi,0.728910235,500007
10000001,20000012,30000084,Asghatil,0.794778168,500007
10000001,20000012,30000085,Bar,0.66583813,500007
10000001,20000012,30000086,Sucha,0.658264787,500007
10000001,20000012,30000087,Gelhan,0.701676428,500007
10000001,20000012,30000088,Akeva,0.664834849,500007
10000001,20000013,30000089,Sosa,0.301179027,500007
10000001,20000013,30000090,Ilahed,0.315943466,500007
10000001,20000013,30000091,Eshwil,0.218968472,500007
10000001,20000013,30000092,Aranir,0.242788607,500007
10000001,20000013,30000093,Ishkad,0.366035538,500007
10000001,20000013,30000094,Hahyil,0.208114842,500007
10000001,20000014,30000095,Asilem,0.284997696,500007
10000001,20000014,30000096,Mahnagh,0.205003378,500007
10000001,20000014,30000097,Shach,0.32604308,500007
10000001,20000014,30000098,Kehrara,0.364844024,500007
10000001,20000014,30000099,Arena,0.442329882,500007
10000001,20000014,30000100,Timeor,0.314131069,500007
10000001,20000014,30000101,Uhtafal,0.499612286,500007
10000001,20000014,30000102,Dysa,0.236195309,500007
10000001,20000014,30000103,Serad,0.525836373,500007
10000001,20000014,30000104,Mahti,0.228281786,500007
10000001,20000014,30000105,Abha,0.434101313,500007
10000001,20000015,30000106,Shedoo,0.506117739,500007
10000001,20000015,30000107,Gamis,0.473906174,500007
10000001,20000015,30000108,Nieril,0.353440208,500007
10000001,20000015,30000109,Berta,0.489557234,500007
10000001,20000015,30000110,Bekirdod,0.405349115,500007
10000001,20000015,30000111,Hothomouh,0.422981028,500007
10000001,20000016,30000112,Arnola,0.462835403,500007
10000001,20000016,30000113,Astabih,0.408817589,500007
10000001,20000016,30000114,Ubtes,0.336073247,500007
10000001,20000016,30000115,Bimener,0.270041198,500007
10000001,20000016,30000116,Kenobanala,0.289398349,500007
10000001,20000016,30000117,Khabi,0.248618615,500007
10000001,20000016,30000118,Uanzin,0.433972025,500007
10000002,20000017,30000119,Itamo,0.671738343,500001
10000002,20000017,30000120,Mitsolen,0.633705945,500001
10000002,20000017,30000121,Jatate,0.637428133,500001
10000002,20000017,30000122,Mahtista,0.658237551,500001
10000002,20000017,30000123,Vaankalen,0.647170374,500001
10000002,20000017,30000124,Kylmabe,0.73193132,500001
10000002,20000017,30000125,Ahtulaima,0.612688915,500001
10000002,20000018,30000126,Geras,0.650146462,500001
10000002,20000018,30000127,Sirseshin,0.747992816,500001
10000002,20000018,30000128,Tuuriainas,0.610848927,500001
10000002,20000018,30000129,Unpas,0.945964553,500001
10000002,20000018,30000130,Shihuken,0.874584975,500001
10000002,20000018,30000131,Nomaa,0.606936086,500001
10000002,20000019,30000132,Ansila,0.91201701,500001
10000002,20000019,30000133,Hirtamon,0.974726207,500001
10000002,20000019,30000134,Hykkota,0.823653465,500001
10000002,20000019,30000135,Outuni,0.734172299,500001
10000002,20000019,30000136,Ohmahailen,0.663810823,500001
10000002,20000019,30000137,Eskunen,0.625293935,500001
10000002,20000019,30000138,Ikuchi,0.986814623,500001
10000002,20000020,30000139,Urlen,0.959995211,500001
10000002,20000020,30000140,Maurasi,0.912747593,500001
10000002,20000020,30000141,Kisogo,1,500001
10000002,20000020,30000142,Jita,0.945913117,500001
10000002,20000020,30000143,Niyabainen,0.9639236,500001
10000002,20000020,30000144,Perimeter,0.953123231,500001
10000002,20000020,30000145,New Caldari,1,500001
10000002,20000021,30000146,Saisio,0.652440258,500001
10000002,20000021,30000147,Abagawa,0.625297524,500001
10000002,20000021,30000148,Jakanerva,0.743252265,500001
10000002,20000021,30000149,Gekutami,0.699187208,500001
10000002,20000021,30000150,Hurtoken,0.585977998,500001
10000002,20000021,30000151,Uoyonen,0.69878041,500001
10000002,20000021,30000152,Hampinen,0.541326682,500001
10000002,20000022,30000153,Poinen,0.558052577,500001
10000002,20000022,30000154,Liekuri,0.600608295,500001
10000002,20000022,30000155,Obanen,0.561731733,500001
10000002,20000022,30000156,Josameto,0.577656293,500001
10000002,20000022,30000157,Otela,0.531906741,500001
10000002,20000022,30000158,Olo,0.676040547,500001
10000002,20000023,30000159,Ikami,0.532008285,500001
10000002,20000023,30000160,Reisen,0.518560559,500001
10000002,20000023,30000161,Purjola,0.520526761,500001
10000002,20000023,30000162,Maila,0.440715381,500001
10000002,20000023,30000163,Akora,0.324624876,500001
10000002,20000023,30000164,Messoya,0.315086024,500001
10000002,20000024,30000165,Ishisomo,0.650831543,500001
10000002,20000024,30000166,Airmia,0.623113152,500001
10000002,20000024,30000167,Sakkikainen,0.594888749,500001
10000002,20000024,30000168,Friggi,0.509152956,500001
10000002,20000024,30000169,Ihakana,0.380808678,500001
10000002,20000024,30000170,Vahunomi,0.531591776,500001
10000002,20000024,30000171,Otitoh,0.481666891,500001
10000002,20000024,30000172,Otomainen,0.4791586,500001
10000002,20000025,30000173,Vattuolen,0.708073071,500001
10000002,20000025,30000174,Onuse,0.740427063,500001
10000002,20000025,30000175,Soshin,0.634221028,500001
10000002,20000025,30000176,Keikaken,0.721319231,500001
10000002,20000025,30000177,Ukkalen,0.645119863,500001
10000002,20000025,30000178,Akkilen,0.689045573,500001
10000002,20000025,30000179,Silen,0.522202879,500001
10000002,20000026,30000180,Osmon,0.680264298,500001
10000002,20000026,30000181,Korsiki,0.643165759,500001
10000002,20000026,30000182,Inaya,0.552350224,500001
10000002,20000026,30000183,Nuken,0.761305682,500001
10000002,20000026,30000184,Uminas,0.483909154,500001
10000002,20000026,30000185,Airaken,0.503991882,500001
10000002,20000026,30000186,Oijanen,0.351968653,500001
10000002,20000026,30000187,Wuos,0.561773868,500001
10000002,20000027,30000188,Hentogaira,0.56695828,500001
10000002,20000027,30000189,Kiainti,0.528522107,500001
10000002,20000027,30000190,Vasala,0.493712283,500001
10000002,20000027,30000191,Walvalin,0.378683207,500001
10000002,20000027,30000192,Otanuomi,0.372287256,500001
10000002,20000027,30000193,Vouskiaho,0.500278963,500001
10000002,20000027,30000194,Otsela,0.384399876,500001
10000002,20000028,30000195,Tasti,0.282290969,500001
10000002,20000028,30000196,Otosela,0.238157131,500001
10000002,20000028,30000197,Uemon,0.197446781,500001
10000002,20000028,30000198,Paala,0.134378952,500001
10000002,20000028,30000199,Fuskunen,0.224636624,500001
10000002,20000028,30000200,Akkio,0.162151414,500001
10000002,20000029,30000201,Uchoshi,0.47417905,500001
10000002,20000029,30000202,Mastakomon,0.456966104,500001
10000002,20000029,30000203,Eruka,0.417260816,500001
10000002,20000029,30000204,Ohkunen,0.38488669,500001
10000002,20000029,30000205,Obe,0.346931481,500001
10000002,20000029,30000206,Wirashoda,0.49363579,500001
10000002,20000029,30000207,Osaa,0.329198936,500001
10000003,20000030,30000208,LZ-6SU,-0.172783127,None
10000003,20000030,30000209,MC6O-F,-0.280434953,None
10000003,20000030,30000210,U54-1L,-0.268069767,None
10000003,20000030,30000211,B-588R,-0.154770226,None
10000003,20000030,30000212,NCGR-Q,-0.260516533,None
10000003,20000030,30000213,G-LOIT,-0.157009299,None
10000003,20000030,30000214,HE-V4V,-0.214402934,None
10000003,20000031,30000215,N-HSK0,-0.36044045,None
10000003,20000031,30000216,05R-7A,-0.401775551,None
10000003,20000031,30000217,7-UH4Z,-0.363871344,None
10000003,20000031,30000218,5ZO-NZ,-0.303460798,None
10000003,20000031,30000219,FS-RFL,-0.370815824,None
10000003,20000031,30000220,Y0-BVN,-0.439537251,None
10000003,20000031,30000221,X97D-W,-0.427644902,None
10000003,20000032,30000222,0-R5TS,-0.218626806,None
10000003,20000032,30000223,H-UCD1,-0.172228764,None
10000003,20000032,30000224,7-K5EL,-0.150502056,None
10000003,20000032,30000225,H-5GUI,-0.14051498,None
10000003,20000032,30000226,FH-TTC,-0.137552926,None
10000003,20000032,30000227,FMBR-8,-0.138441089,None
10000003,20000033,30000228,3HX-DL,-0.423819136,None
10000003,20000033,30000229,UH-9ZG,-0.462583591,None
10000003,20000033,30000230,NFM-0V,-0.499122579,None
10000003,20000033,30000231,YXIB-I,-0.506995056,None
10000003,20000033,30000232,MY-T2P,-0.377080783,None
10000003,20000033,30000233,FA-DMO,-0.385582817,None
10000003,20000033,30000234,GEKJ-9,-0.386353757,None
10000003,20000033,30000235,Q-R3GP,-0.355138,None
10000003,20000033,30000236,N-5QPW,-0.392557901,None
10000003,20000033,30000237,XV-8JQ,-0.394929249,None
10000003,20000034,30000238,WBR5-R,-0.515803443,None
10000003,20000034,30000239,4GYV-Q,-0.536556145,None
10000003,20000034,30000240,4-HWWF,-0.473026353,None
10000003,20000034,30000241,YMJG-4,-0.41689354,None
10000003,20000034,30000242,8TPX-N,-0.437191609,None
10000003,20000034,30000243,PM-DWE,-0.423652869,None
10000003,20000035,30000244,K8X-6B,-0.430215394,None
10000003,20000035,30000245,X445-5,-0.413753523,None
10000003,20000035,30000246,KRUN-N,-0.386696738,None
10000003,20000035,30000247,9OO-LH,-0.466964327,None
10000003,20000035,30000248,V-OJEN,-0.31684271,None
10000003,20000035,30000249,EIDI-N,-0.406106436,None
10000003,20000035,30000250,P3EN-E,-0.274879667,None
10000003,20000035,30000251,49-0LI,-0.320104364,None
10000003,20000035,30000252,IPAY-2,-0.339133695,None
10000003,20000035,30000253,DAYP-G,-0.392761281,None
10000003,20000036,30000254,IFJ-EL,-0.291599233,None
10000003,20000036,30000255,47L-J4,-0.261392421,None
10000003,20000036,30000256,Q-L07F,-0.322347188,None
10000003,20000036,30000257,E-D0VZ,-0.270338887,None
10000003,20000036,30000258,6WW-28,-0.226655904,None
10000003,20000036,30000259,A8A-JN,-0.270631754,None
10000003,20000036,30000260,S-NJBB,-0.281586701,None
10000003,20000037,30000261,T-GCGL,-0.733996062,None
10000003,20000037,30000262,0MV-4W,-0.662740651,None
10000003,20000037,30000263,TVN-FM,-0.645798655,None
10000003,20000037,30000264,V-NL3K,-0.763534235,None
10000003,20000037,30000265,AZBR-2,-0.709048211,None
10000003,20000037,30000266,Z-8Q65,-0.774685105,None
10000003,20000037,30000267,0J3L-V,-0.790707333,None
10000003,20000038,30000268,H-NOU5,-0.140606202,None
10000003,20000038,30000269,KX-2UI,-0.158273716,None
10000003,20000038,30000270,MO-FIF,-0.11322387,None
10000003,20000038,30000271,97-M96,-0.188873281,None
10000003,20000038,30000272,MA-XAP,-0.097210066,None
10000003,20000038,30000273,C-J7CR,-0.085480202,None
10000003,20000039,30000274,Q-EHMJ,-0.153372134,None
10000003,20000039,30000275,XSQ-TF,-0.155434252,None
10000003,20000039,30000276,H-1EOH,-0.171275001,None
10000003,20000039,30000277,IR-DYY,-0.159338944,None
10000003,20000039,30000278,C-DHON,-0.123954905,None
10000003,20000039,30000279,F-D49D,-0.190937546,None
10000003,20000040,30000280,MQ-O27,-0.12899362,None
10000003,20000040,30000281,H-EY0P,-0.156086293,None
10000003,20000040,30000282,UNAG-6,-0.22354196,None
10000003,20000040,30000283,E-SCTX,-0.208451047,None
10000003,20000040,30000284,S6QX-N,-0.217690869,None
10000003,20000040,30000285,IT-YAU,-0.159459704,None
10000003,20000040,30000286,1VK-6B,-0.169139023,None
10000003,20000040,30000287,7-PO3P,-0.25789085,None
10000003,20000040,30000288,1W-0KS,-0.102555952,None
10000003,20000041,30000289,669-IX,-0.270158285,None
10000003,20000041,30000290,0R-F2F,-0.31284083,None
10000003,20000041,30000291,R-P7KL,-0.263981294,None
10000003,20000041,30000292,2DWM-2,-0.204038901,None
10000003,20000041,30000293,XF-PWO,-0.312208463,None
10000003,20000041,30000294,1N-FJ8,-0.223294902,None
10000003,20000042,30000295,VI2K-J,-0.131782426,None
10000003,20000042,30000296,ZLZ-1Z,-0.171072464,None
10000003,20000042,30000297,6Y-WRK,-0.155659973,None
10000003,20000042,30000298,RVCZ-C,-0.142495517,None
10000003,20000042,30000299,5T-KM3,-0.165974408,None
10000003,20000042,30000300,LS9B-9,-0.198929609,None
10000003,20000043,30000301,1-GBBP,-0.771741573,None
10000003,20000043,30000302,C-FP70,-0.758770594,None
10000003,20000043,30000303,T-ZWA1,-0.751691614,None
10000003,20000043,30000304,ZA0L-U,-0.805105103,None
10000003,20000043,30000305,G96R-F,-0.873329935,None
10000003,20000043,30000306,Y-ZXIO,-0.900437794,None
10000003,20000044,30000307,B-E3KQ,-0.255469938,None
10000003,20000044,30000308,Y5J-EU,-0.218753118,None
10000003,20000044,30000309,O-LR1H,-0.247164183,None
10000003,20000044,30000310,G5ED-Y,-0.266606323,None
10000003,20000044,30000311,BR-6XP,-0.247887759,None
10000003,20000044,30000312,8-TFDX,-0.190765976,None
10000003,20000044,30000313,UL-4ZW,-0.408137327,None
10000003,20000045,30000314,A-QRQT,-0.127802278,None
10000003,20000045,30000315,WMBZ-U,-0.086598993,None
10000003,20000045,30000316,PX5-LR,-0.171644254,None
10000003,20000045,30000317,A3-RQ3,-0.29628365,None
10000003,20000045,30000318,9-GBPD,-0.159623325,None
10000003,20000045,30000319,LS-JEP,-0.243477245,None
10000003,20000046,30000320,R-RSZZ,-0.436438657,None
10000003,20000046,30000321,MGAM-4,-0.575365041,None
10000003,20000046,30000322,VORM-W,-0.558546183,None
10000003,20000046,30000323,7G-H7D,-0.357807548,None
10000003,20000046,30000324,Q3-BAY,-0.809913518,None
10000003,20000046,30000325,JZV-F4,-0.852424459,None
10000004,20000047,30000326,WF-1LM,-0.001900498,None
10000004,20000047,30000327,D95-FQ,-0.000212492,None
10000004,20000047,30000328,ZSPJ-K,-0.000276012,None
10000004,20000047,30000329,U1F-86,-0.000552583,None
10000004,20000047,30000330,T-P7A6,-0.001351554,None
10000004,20000047,30000331,Y-T3JJ,-0.000881463,None
10000004,20000047,30000332,F3R-IA,-0.001630992,None
10000004,20000047,30000333,74-YTJ,-0.004054235,None
10000004,20000048,30000334,8-RS3U,-0.000464035,None
10000004,20000048,30000335,OVFN-N,-0.000594331,None
10000004,20000048,30000336,1Q-BBM,-0.000488845,None
10000004,20000048,30000337,WXNC-N,-0.00055367,None
10000004,20000048,30000338,G-EA07,-0.001056875,None
10000004,20000048,30000339,X-L6BO,-0.001317414,None
10000004,20000049,30000340,D-PHUA,-0.000938276,None
10000004,20000049,30000341,3-HXHQ,-0.002486261,None
10000004,20000049,30000342,18A-NB,-0.001639156,None
10000004,20000049,30000343,3-J5OQ,-0.00071475,None
10000004,20000049,30000344,GYF-GD,-0.002092033,None
10000004,20000049,30000345,W-6TS9,-0.000613001,None
10000004,20000049,30000346,VIG-VR,-0.001785269,None
10000004,20000050,30000347,KX-P5C,-0.001097605,None
10000004,20000050,30000348,N-FJBK,-0.001239115,None
10000004,20000050,30000349,2-4ZT5,-0.001436325,None
10000004,20000050,30000350,NVN-6F,-0.001849141,None
10000004,20000050,30000351,09-8TH,-0.002014306,None
10000004,20000050,30000352,TI0-AX,-0.001734949,None
10000004,20000051,30000353,7O-POM,-0.00010385,None
10000004,20000051,30000354,L6Q-SX,-0.000158047,None
10000004,20000051,30000355,BFJ-TB,-0.000255321,None
10000004,20000051,30000356,ZZ7-L6,-0.000125282,None
10000004,20000051,30000357,L-CHVW,-0.000103804,None
10000004,20000051,30000358,X0LN-U,-0.000496235,None
10000004,20000051,30000359,RQAE-M,-0.000332796,None
10000004,20000052,30000360,7CO-SA,-0.00036486,None
10000004,20000052,30000361,4G-E5A,-0.000780339,None
10000004,20000052,30000362,A-VWK9,-0.000224297,None
10000004,20000052,30000363,JQHP-4,-0.000164898,None
10000004,20000052,30000364,6Q5K-5,-0.000252992,None
10000004,20000052,30000365,P-MVFP,-0.000172001,None
10000004,20000053,30000366,J-Z1UW,-0.000938659,None
10000004,20000053,30000367,W477-P,-0.000331897,None
10000004,20000053,30000368,NQ1-BL,-0.000770446,None
10000004,20000053,30000369,K7A-G8,-0.00066466,None
10000004,20000053,30000370,HP-PMX,-0.000459679,None
10000004,20000053,30000371,6BN-K9,-0.000409864,None
10000004,20000053,30000372,WLE-PY,-0.000818283,None
10000004,20000053,30000373,EH-HXW,-0.000340382,None
10000004,20000053,30000374,OS-RR3,-0.00063534,None
10000004,20000053,30000375,V4-GZL,-0.000244307,None
10000004,20000054,30000376,4C-Z91,-0.00162077,None
10000004,20000054,30000377,RU-97T,-1,None
10000004,20000054,30000378,1S-1V7,-0.000898322,None
10000004,20000054,30000379,PE1-R1,-0.002210723,None
10000004,20000054,30000380,Polaris,-0.000633367,None
10000004,20000054,30000381,JB-007,-0.001170501,None
10000004,20000055,30000382,USJ2-M,-0.000198119,None
10000004,20000055,30000383,7M-RAL,-0.000265716,None
10000004,20000055,30000384,LPBU-U,-0.000174743,None
10000004,20000055,30000385,RF-342,-0.000156724,None
10000004,20000055,30000386,J2V-XY,-0.000297674,None
10000004,20000055,30000387,Z-JBTR,-9.02817E-05,None
10000004,20000055,30000388,S-QNXH,-0.00012807,None
10000004,20000056,30000389,S94-X8,-0.000203587,None
10000004,20000056,30000390,J-YQEC,-0.000330875,None
10000004,20000056,30000391,8MX-OR,-0.000437273,None
10000004,20000056,30000392,97YC-C,-0.000497762,None
10000004,20000056,30000393,V-AMD5,-0.000506137,None
10000004,20000056,30000394,U-JC8X,-0.000210001,None
10000004,20000057,30000395,1HH3-E,-7.08587E-05,None
10000004,20000057,30000396,DUIU-Q,-4.96268E-05,None
10000004,20000057,30000397,LQH0-H,-3.08065E-05,None
10000004,20000057,30000398,FRW3-2,-3.73502E-05,None
10000004,20000057,30000399,9MX-1C,-4.24615E-05,None
10000004,20000057,30000400,IED-4U,-5.45918E-05,None
10000004,20000057,30000401,N-9EOQ,-3.13992E-05,None
10000004,20000058,30000402,6F3-TK,-9.37668E-05,None
10000004,20000058,30000403,2E0P-2,-5.31533E-05,None
10000004,20000058,30000404,U-ITH5,-4.55664E-05,None
10000004,20000058,30000405,N-4G5L,-7.74434E-05,None
10000004,20000058,30000406,RB-2EA,-4.24573E-05,None
10000004,20000058,30000407,ZK5-42,-0.000125112,None
10000004,20000059,30000408,YRZ-E4,-1.27467E-05,None
10000004,20000059,30000409,A3-PAT,-1.51419E-05,None
10000004,20000059,30000410,H55-2R,-1.36963E-05,None
10000004,20000059,30000411,P6-DBM,-1.88258E-05,None
10000004,20000059,30000412,9XI-0X,-1.06744E-05,None
10000004,20000059,30000413,Q8T-MC,-7.7309E-06,None
10000004,20000060,30000414,Z-YOJ9,-0.001513371,None
10000004,20000060,30000415,4T4B-L,-0.001953598,None
